,Синоптический индекс станции,Год по Гринвичу,Месяц по Гринвичу,День по Гринвичу,Срок по Гринвичу,Год источника (местный),Месяц источника (местный),День источника (местный),Срок источника,Номер срока в сутках по поясному декретному зимнему времени (ПДЗВ),Время местное,Номер часового пояса,Начало метеорологических суток по ПДЗВ,Горизонтальная видимость,Признак качества,Признак наличия знака «>»,Общее количество облачности,Признак качества0,Количество облачности нижнего яруса,Признак качества1,Форма облаков верхнего яруса,Признак качества2,Форма облаков среднего яруса,Признак качества3,Форма облаков вертикального развития,Признак качества4,Слоистые и слоисто-кучевые облака,Признак качества5,"Слоисто-дождевые, разорвано-дождевые облака",Признак качества6,Высота нижней границы облачности,Признак качества7,Признак способа определения высоты нижней границы облачности,Признак наличия облачности ниже уровня станции,Признак качества8,Погода между сроками,Признак качества9,Погода в срок наблюдения,Признак качества10,Направление ветра,Признак качества11,Средняя скорость ветра,Признак качества12,Признак наличия знака «>»13,Максимальная скорость ветра,Признак качества14,Признак наличия знака «>»15,Сумма осадков за период между сроками,Признак качества16,Температура поверхности почвы,Признак качества17,Минимальная температура поверхности почвы,Признак качества18,Минимальная температура поверхности почвы между сроками,Признак качества19,Максимальная температура поверхности почвы между сроками,Признак качества20,Температура поверхности почвы по максимальному термометру после встряхивания,Признак качества21,Температура воздуха по сухому термометру,Признак качества22,Температура воздуха по смоченному термометру,Признак качества23,Признак наличия льда на батисте,Температура воздуха по спирту минимального термометра,Признак качества24,Минимальная температура воздуха между сроками,Признак качества25,Максимальная температура воздуха между сроками,Признак качества26,Температура воздуха по максимальному термометру после встряхивания,Признак качества27,Парциальное давление водяного пара,Признак качества28,Указатель точности измерения элемента,Относительная влажность воздуха,Признак качества29,Дефицит насыщения водяного пара,Признак качества30,Указатель точности измерения элемента31,Температура точки росы,Признак качества32,Атмосферное давление на уровне станции,Признак качества33,Атмосферное давление на уровне моря,Признак качества34,Характеристика барической тенденции,Признак качества35,Величина барической тенденции,Признак качества36
5753,23074,1967,12,20,18,1967,12,21,21,2,1,6,19,97.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,600.0,0,0.0,,7,7.0,0,71.0,0,160.0,0,4.0,0,0.0,,7,0.0,,7,-15.0,0,,7,,7,,7,,7,-14.5,0,,7,0.0,,7,,7,,7,,7,,7,1,83.0,0,0.3,0,1,-16.0,0,1013.9,0,1016.4,0,2.0,0,1.0,0
5754,23074,1967,12,20,21,1967,12,21,0,3,4,6,19,97.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,400.0,0,0.0,,7,7.0,0,71.0,0,160.0,0,3.0,0,0.0,,7,0.0,,7,-14.0,0,,7,,7,,7,,7,-13.3,0,,7,0.0,,7,,7,,7,,7,,7,1,86.0,0,0.3,0,1,-15.0,0,1013.3,0,1015.8,0,8.0,0,0.6,0
5755,23074,1967,12,21,0,1967,12,21,3,4,7,6,19,96.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,0.0,0,2.0,0,400.0,0,1.0,,7,7.0,0,71.0,0,140.0,0,4.0,0,0.0,,7,0.0,0.3,0,-13.0,0,,7,,7,,7,,7,-12.4,0,,7,0.0,,7,,7,,7,,7,,7,1,87.0,0,0.4,0,1,-14.0,0,1012.3,0,1014.8,0,7.0,0,1.0,0
5756,23074,1967,12,21,3,1967,12,21,6,5,10,6,19,96.0,0,0.0,12.0,0,6.0,0,0.0,0,1.0,0,0.0,0,2.0,0,0.0,0,600.0,0,0.0,,7,7.0,0,71.0,0,200.0,0,8.0,0,0.0,,7,0.0,,7,-14.0,0,,7,,7,,7,,7,-12.8,0,,7,0.0,,7,,7,,7,,7,,7,1,84.0,0,0.4,0,1,-15.0,0,1012.6,0,1015.1,0,3.0,0,0.3,0
5757,23074,1967,12,21,6,1967,12,21,9,6,13,6,19,98.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,800.0,0,1.0,,7,7.0,0,3.0,0,200.0,0,10.0,0,0.0,,7,0.0,,7,-16.0,0,,7,,7,,7,,7,-15.7,0,,7,0.0,,7,,7,,7,,7,,7,1,85.0,0,0.2,0,1,-18.0,0,1014.5,0,1017.1,0,2.0,0,1.9,0
5758,23074,1967,12,21,9,1967,12,21,12,7,16,6,19,96.0,0,0.0,12.0,0,6.0,0,0.0,0,1.0,0,0.0,0,2.0,0,0.0,0,700.0,0,1.0,,7,7.0,0,71.0,0,200.0,0,8.0,0,0.0,,7,0.0,,7,-16.0,0,,7,,7,,7,,7,-15.5,0,,7,0.0,,7,,7,,7,,7,,7,1,86.0,0,0.2,0,1,-18.0,0,1016.6,0,1019.3,0,2.0,0,2.1,0
5759,23074,1967,12,21,12,1967,12,21,15,8,19,6,19,96.0,0,0.0,8.0,0,5.0,0,0.0,0,1.0,0,0.0,0,2.0,0,0.0,0,800.0,0,1.0,,7,7.0,0,71.0,0,200.0,0,8.0,0,0.0,,7,0.0,0.7,0,-18.0,0,,7,,7,,7,,7,-16.2,0,,7,0.0,,7,,7,,7,,7,,7,1,84.0,0,0.3,0,1,-18.0,0,1018.8,0,1021.5,0,2.0,0,2.2,0
5760,23074,1967,12,21,15,1967,12,22,18,1,22,6,19,97.0,0,0.0,9.0,0,5.0,0,0.0,0,1.0,0,0.0,0,2.0,0,0.0,0,600.0,0,1.0,,7,7.0,0,71.0,0,200.0,0,8.0,0,0.0,,7,0.0,,7,-18.0,0,,7,,7,,7,,7,-17.6,0,,7,0.0,,7,,7,,7,,7,,7,1,86.0,0,0.2,0,1,-20.0,0,1019.9,0,1022.6,0,2.0,0,1.1,0
5761,23074,1967,12,21,18,1967,12,22,21,2,1,6,19,97.0,0,0.0,10.0,0,0.0,0,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,7.0,0,71.0,0,200.0,0,7.0,0,0.0,,7,0.0,,7,-21.0,0,,7,,7,,7,,7,-19.6,0,,7,0.0,,7,,7,,7,,7,,7,1,83.0,0,0.2,0,1,-22.0,0,1022.2,0,1024.9,0,2.0,0,2.3,0
5762,23074,1967,12,21,21,1967,12,22,0,3,4,6,19,97.0,0,0.0,10.0,0,2.0,0,8.0,0,2.0,0,0.0,0,2.0,0,0.0,0,500.0,0,1.0,,7,7.0,0,71.0,0,180.0,0,5.0,0,0.0,,7,0.0,,7,-19.0,0,,7,,7,,7,,7,-19.4,0,,7,0.0,,7,,7,,7,,7,,7,1,82.0,0,0.2,0,1,-22.0,0,1023.9,0,1026.6,0,2.0,0,1.7,0
5763,23074,1967,12,22,0,1967,12,22,3,4,7,6,19,97.0,0,0.0,5.0,0,0.0,0,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,7.0,0,1.0,0,180.0,0,5.0,0,0.0,,7,0.0,0.3,0,-24.0,0,,7,,7,,7,,7,-22.8,0,,7,0.0,,7,,7,,7,,7,,7,1,84.0,0,0.2,0,1,-25.0,0,1025.1,0,1027.8,0,2.0,0,1.2,0
5764,23074,1967,12,22,3,1967,12,22,6,5,10,6,19,97.0,0,0.0,8.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,1.0,0,3.0,0,160.0,0,7.0,0,0.0,,7,0.0,,7,-21.0,0,,7,,7,,7,,7,-19.7,0,,7,0.0,,7,,7,,7,,7,,7,1,83.0,0,0.2,0,1,-22.0,0,1024.8,0,1027.5,0,8.0,0,0.3,0
5765,23074,1967,12,22,6,1967,12,22,9,6,13,6,19,97.0,0,0.0,10.0,0,0.0,0,8.0,0,2.0,0,0.0,0,0.0,0,0.0,0,2500.0,0,1.0,,7,7.0,0,71.0,0,140.0,0,10.0,0,0.0,,7,0.0,,7,-18.0,0,,7,,7,,7,,7,-17.9,0,,7,0.0,,7,,7,,7,,7,,7,1,83.0,0,0.2,0,1,-20.0,0,1021.9,0,1024.6,0,7.0,0,2.9,0
5766,23074,1967,12,22,9,1967,12,22,12,7,16,6,19,97.0,0,0.0,10.0,0,0.0,0,8.0,0,2.0,0,0.0,0,0.0,0,0.0,0,2500.0,0,1.0,,7,7.0,0,71.0,0,140.0,0,12.0,0,0.0,,7,0.0,,7,-15.0,0,,7,,7,,7,,7,-15.1,0,,7,0.0,,7,,7,,7,,7,,7,1,82.0,0,0.3,0,1,-18.0,0,1016.8,0,1019.5,0,7.0,0,5.1,0
5767,23074,1967,12,22,12,1967,12,22,15,8,19,6,19,94.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,0.0,0,2.0,0,1000.0,0,1.0,,7,7.0,0,73.0,0,160.0,0,10.0,0,0.0,,7,0.0,0.2,0,-14.0,0,,7,,7,,7,,7,-13.9,0,,7,0.0,,7,,7,,7,,7,,7,1,83.0,0,0.3,0,1,-16.0,0,1014.7,0,1017.2,0,7.0,0,2.1,0
5768,23074,1967,12,22,15,1967,12,23,18,1,22,6,19,94.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,0.0,0,2.0,0,500.0,0,1.0,,7,7.0,0,75.0,0,180.0,0,12.0,0,0.0,,7,0.0,,7,-15.0,0,,7,,7,,7,,7,-14.5,0,,7,0.0,,7,,7,,7,,7,,7,1,85.0,0,0.3,0,1,-16.0,0,1012.1,0,1014.6,0,7.0,0,2.6,0
5769,23074,1967,12,22,18,1967,12,23,21,2,1,6,19,95.0,0,0.0,10.0,0,6.0,0,8.0,0,2.0,0,0.0,0,2.0,0,0.0,0,500.0,0,1.0,,7,7.0,0,73.0,0,180.0,0,10.0,0,0.0,,7,0.0,,7,-15.0,0,,7,,7,,7,,7,-14.7,0,,7,0.0,,7,,7,,7,,7,,7,1,83.0,0,0.4,0,1,-17.0,0,1011.4,0,1013.9,0,7.0,0,0.7,0
5770,23074,1967,12,22,21,1967,12,23,0,3,4,6,19,95.0,0,0.0,10.0,0,0.0,0,8.0,0,2.0,0,0.0,0,0.0,0,0.0,0,2000.0,0,1.0,,7,7.0,0,73.0,0,180.0,0,8.0,0,0.0,,7,0.0,,7,-16.0,0,,7,,7,,7,,7,-15.5,0,,7,0.0,,7,,7,,7,,7,,7,1,84.0,0,0.3,0,1,-18.0,0,1011.8,0,1014.4,0,3.0,0,0.4,0
5771,23074,1967,12,23,0,1967,12,23,3,4,7,6,19,95.0,0,0.0,10.0,0,0.0,0,8.0,0,2.0,0,0.0,0,0.0,0,0.0,0,2000.0,0,1.0,,7,7.0,0,73.0,0,200.0,0,10.0,0,0.0,,7,0.0,0.8,0,-16.0,0,,7,,7,,7,,7,-16.4,0,,7,0.0,,7,,7,,7,,7,,7,1,82.0,0,0.3,0,1,-19.0,0,1013.1,0,1015.7,0,2.0,0,1.3,0
5772,23074,1967,12,23,3,1967,12,23,6,5,10,6,19,97.0,0,0.0,10.0,0,0.0,0,8.0,0,2.0,0,0.0,0,0.0,0,0.0,0,2000.0,0,1.0,,7,7.0,0,71.0,0,200.0,0,10.0,0,0.0,,7,0.0,,7,-21.0,0,,7,,7,,7,,7,-20.5,0,,7,0.0,,7,,7,,7,,7,,7,1,82.0,0,0.2,0,1,-23.0,0,1016.2,0,1018.9,0,2.0,0,3.1,0
5773,23074,1967,12,23,6,1967,12,23,9,6,13,6,19,96.0,0,0.0,10.0,0,0.0,0,8.0,0,2.0,0,0.0,0,0.0,0,0.0,0,2000.0,0,1.0,,7,7.0,0,71.0,0,200.0,0,5.0,0,0.0,,7,0.0,,7,-24.0,0,,7,,7,,7,,7,-23.5,0,,7,0.0,,7,,7,,7,,7,,7,1,81.0,0,0.2,0,1,-27.0,0,1019.5,0,1022.2,0,2.0,0,3.3,0
5774,23074,1967,12,23,9,1967,12,23,12,7,16,6,19,96.0,0,0.0,10.0,0,0.0,0,8.0,0,2.0,0,0.0,0,0.0,0,0.0,0,2000.0,0,1.0,,7,7.0,0,71.0,0,200.0,0,5.0,0,0.0,,7,0.0,,7,-25.0,0,,7,,7,,7,,7,-25.5,0,,7,0.0,,7,,7,,7,,7,,7,1,81.0,0,0.2,0,1,-29.0,0,1023.2,0,1025.9,0,2.0,0,3.7,0
5775,23074,1967,12,23,12,1967,12,23,15,8,19,6,19,97.0,0,0.0,10.0,0,0.0,0,8.0,0,2.0,0,0.0,0,0.0,0,0.0,0,2000.0,0,1.0,,7,7.0,0,71.0,0,250.0,0,4.0,0,0.0,,7,0.0,0.6,0,-25.0,0,,7,,7,,7,,7,-24.3,0,,7,0.0,,7,,7,,7,,7,,7,1,80.0,0,0.2,0,1,-27.0,0,1027.4,0,1030.1,0,2.0,0,4.2,0
5776,23074,1967,12,23,15,1967,12,24,18,1,22,6,19,97.0,0,0.0,6.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,7.0,0,1.0,0,250.0,0,5.0,0,0.0,,7,0.0,,7,-28.0,0,,7,,7,,7,,7,-26.5,0,,7,0.0,,7,,7,,7,,7,,7,1,79.0,0,0.1,0,1,-29.0,0,1029.4,0,1032.1,0,2.0,0,2.0,0
5777,23074,1967,12,23,18,1967,12,24,21,2,1,6,19,97.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,7.0,0,1.0,0,160.0,0,2.0,0,0.0,,7,0.0,,7,-32.0,0,,7,,7,,7,,7,-29.0,0,,7,0.0,,7,,7,,7,,7,,7,1,80.0,0,0.2,0,1,-31.0,0,1030.8,0,1033.5,0,2.0,0,1.4,0
5778,23074,1967,12,23,21,1967,12,24,0,3,4,6,19,96.0,0,0.0,10.0,0,0.0,0,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,7.0,0,71.0,0,140.0,0,3.0,0,0.0,,7,0.0,,7,-27.0,0,,7,,7,,7,,7,-26.4,0,,7,0.0,,7,,7,,7,,7,,7,1,80.0,0,0.1,0,1,-29.0,0,1031.4,0,1034.1,0,2.0,0,0.6,0
5779,23074,1967,12,24,0,1967,12,24,3,4,7,6,19,96.0,0,0.0,10.0,0,0.0,0,8.0,0,4.0,0,0.0,0,0.0,0,0.0,0,2500.0,0,1.0,,7,7.0,0,71.0,0,140.0,0,5.0,0,0.0,,7,0.0,0.2,0,-25.0,0,,7,,7,,7,,7,-24.6,0,,7,0.0,,7,,7,,7,,7,,7,1,80.0,0,0.1,0,1,-28.0,0,1031.1,0,1033.8,0,8.0,0,0.3,0
5780,23074,1967,12,24,3,1967,12,24,6,5,10,6,19,97.0,0,0.0,10.0,0,0.0,0,8.0,0,2.0,0,0.0,0,0.0,0,0.0,0,2500.0,0,1.0,,7,7.0,0,71.0,0,140.0,0,5.0,0,0.0,,7,0.0,,7,-23.0,0,,7,,7,,7,,7,-23.1,0,,7,0.0,,7,,7,,7,,7,,7,1,79.0,0,0.2,0,1,-26.0,0,1030.3,0,1033.0,0,7.0,0,0.8,0
5781,23074,1967,12,24,6,1967,12,24,9,6,13,6,19,97.0,0,0.0,10.0,0,2.0,0,8.0,0,2.0,0,0.0,0,2.0,0,0.0,0,700.0,0,1.0,,7,7.0,0,71.0,0,180.0,0,4.0,0,0.0,,7,0.0,,7,-22.0,0,,7,,7,,7,,7,-22.9,0,,7,0.0,,7,,7,,7,,7,,7,1,79.0,0,0.2,0,1,-26.0,0,1030.4,0,1033.1,0,3.0,0,0.1,0
5782,23074,1967,12,24,9,1967,12,24,12,7,16,6,19,97.0,0,0.0,9.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,2500.0,0,1.0,,7,7.0,0,22.0,0,160.0,0,5.0,0,0.0,,7,0.0,,7,-27.0,0,,7,,7,,7,,7,-25.3,0,,7,0.0,,7,,7,,7,,7,,7,1,79.0,0,0.2,0,1,-28.0,0,1030.6,0,1033.3,0,2.0,0,0.2,0
5783,23074,1967,12,24,12,1967,12,24,15,8,19,6,19,97.0,0,0.0,3.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,2500.0,0,1.0,,7,7.0,0,1.0,0,110.0,0,3.0,0,0.0,,7,0.0,0.2,0,-28.0,0,,7,,7,,7,,7,-25.1,0,,7,0.0,,7,,7,,7,,7,,7,1,80.0,0,0.2,0,1,-28.0,0,1030.6,0,1033.3,0,4.0,0,0.0,0
5784,23074,1967,12,24,15,1967,12,25,18,1,22,6,19,97.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,0.0,0,1.0,0,90.0,0,5.0,0,0.0,,7,0.0,,7,-26.0,0,,7,,7,,7,,7,-25.1,0,,7,0.0,,7,,7,,7,,7,,7,1,80.0,0,0.2,0,1,-28.0,0,1030.7,0,1033.4,0,2.0,0,0.1,0
5785,23074,1967,12,24,18,1967,12,25,21,2,1,6,19,97.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,0.0,0,2.0,0,110.0,0,5.0,0,0.0,,7,0.0,,7,-28.0,0,,7,,7,,7,,7,-24.5,0,,7,0.0,,7,,7,,7,,7,,7,1,81.0,0,0.1,0,1,-27.0,0,1030.7,0,1033.4,0,4.0,0,0.0,0
5786,23074,1967,12,24,21,1967,12,25,0,3,4,6,19,97.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,0.0,0,2.0,0,110.0,0,5.0,0,0.0,,7,0.0,,7,-25.0,0,,7,,7,,7,,7,-23.9,0,,7,0.0,,7,,7,,7,,7,,7,1,80.0,0,0.2,0,1,-27.0,0,1030.3,0,1033.0,0,8.0,0,0.4,0
5787,23074,1967,12,25,0,1967,12,25,3,4,7,6,19,97.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,0.0,0,2.0,0,140.0,0,5.0,0,0.0,,7,0.0,0.0,5,-24.0,0,,7,,7,,7,,7,-22.7,0,,7,0.0,,7,,7,,7,,7,,7,1,79.0,0,0.2,0,1,-26.0,0,1029.9,0,1032.6,0,7.0,0,0.4,0
5788,23074,1967,12,25,3,1967,12,25,6,5,10,6,19,97.0,0,0.0,5.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,2500.0,0,1.0,,7,1.0,0,2.0,0,140.0,0,10.0,0,0.0,,7,0.0,,7,-20.0,0,,7,,7,,7,,7,-19.8,0,,7,0.0,,7,,7,,7,,7,,7,1,78.0,0,0.2,0,1,-23.0,0,1028.8,0,1031.5,0,7.0,0,1.1,0
5789,23074,1967,12,25,6,1967,12,25,9,6,13,6,19,95.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,600.0,0,0.0,,7,7.0,0,73.0,0,160.0,0,10.0,0,0.0,,7,0.0,,7,-19.0,0,,7,,7,,7,,7,-19.4,0,,7,0.0,,7,,7,,7,,7,,7,1,80.0,0,0.3,0,1,-22.0,0,1028.4,0,1031.1,0,7.0,0,0.4,0
5790,23074,1967,12,25,9,1967,12,25,12,7,16,6,19,96.0,0,0.0,12.0,0,12.0,0,0.0,0,0.0,0,0.0,0,2.0,0,0.0,0,500.0,0,0.0,,7,7.0,0,71.0,0,160.0,0,8.0,0,0.0,,7,0.0,,7,-20.0,0,,7,,7,,7,,7,-19.2,0,,7,0.0,,7,,7,,7,,7,,7,1,79.0,0,0.3,0,1,-22.0,0,1028.6,0,1031.3,0,3.0,0,0.2,0
5791,23074,1967,12,25,12,1967,12,25,15,8,19,6,19,96.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,800.0,0,0.0,,7,7.0,0,71.0,0,180.0,0,7.0,0,0.0,,7,0.0,0.4,0,-19.0,0,,7,,7,,7,,7,-19.8,0,,7,0.0,,7,,7,,7,,7,,7,1,81.0,0,0.1,0,1,-23.0,0,1029.9,0,1032.6,0,2.0,0,1.3,0
5792,23074,1967,12,25,15,1967,12,26,18,1,22,6,19,97.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,600.0,0,1.0,,7,7.0,0,71.0,0,160.0,0,5.0,0,0.0,,7,0.0,,7,-19.0,0,,7,,7,,7,,7,-19.7,0,,7,0.0,,7,,7,,7,,7,,7,1,80.0,0,0.3,0,1,-23.0,0,1031.0,0,1033.7,0,2.0,0,1.1,0
5793,23074,1967,12,25,18,1967,12,26,21,2,1,6,19,97.0,0,0.0,8.0,0,8.0,0,0.0,0,0.0,0,0.0,0,2.0,0,0.0,0,300.0,0,0.0,,7,7.0,0,1.0,0,110.0,0,5.0,0,0.0,,7,0.0,,7,-21.0,0,,7,,7,,7,,7,-20.9,0,,7,0.0,,7,,7,,7,,7,,7,1,80.0,0,0.1,0,1,-24.0,0,1032.6,0,1035.3,0,2.0,0,1.6,0
5794,23074,1967,12,25,21,1967,12,26,0,3,4,6,19,97.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,300.0,0,0.0,,7,7.0,0,71.0,0,160.0,0,5.0,0,0.0,,7,0.0,,7,-20.0,0,,7,,7,,7,,7,-20.3,0,,7,0.0,,7,,7,,7,,7,,7,1,80.0,0,0.2,0,1,-23.0,0,1033.5,0,1036.2,0,2.0,0,0.9,0
5795,23074,1967,12,26,0,1967,12,26,3,4,7,6,19,97.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,400.0,0,0.0,,7,7.0,0,71.0,0,140.0,0,10.0,0,0.0,,7,0.0,0.2,0,-20.0,0,,7,,7,,7,,7,-20.5,0,,7,0.0,,7,,7,,7,,7,,7,1,80.0,0,0.2,0,1,-23.0,0,1033.4,0,1036.1,0,8.0,0,0.1,0
5796,23074,1967,12,26,3,1967,12,26,6,5,10,6,19,97.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,2.0,0,0.0,0,500.0,0,0.0,,7,7.0,0,71.0,0,140.0,0,8.0,0,0.0,,7,0.0,,7,-20.0,0,,7,,7,,7,,7,-20.4,0,,7,0.0,,7,,7,,7,,7,,7,1,80.0,0,0.2,0,1,-23.0,0,1031.1,0,1033.8,0,7.0,0,2.3,0
5797,23074,1967,12,26,6,1967,12,26,9,6,13,6,19,97.0,0,0.0,9.0,0,2.0,0,5.0,0,0.0,0,0.0,0,2.0,0,0.0,0,600.0,0,1.0,,7,7.0,0,71.0,0,140.0,0,9.0,0,0.0,,7,0.0,,7,-20.0,0,,7,,7,,7,,7,-19.3,0,,7,0.0,,7,,7,,7,,7,,7,1,82.0,0,0.2,0,1,-22.0,0,1028.6,0,1031.3,0,7.0,0,2.5,0
5798,23074,1967,12,26,9,1967,12,26,12,7,16,6,19,97.0,0,0.0,9.0,0,3.0,0,0.0,0,1.0,0,0.0,0,2.0,0,0.0,0,900.0,0,1.0,,7,7.0,0,36.0,0,160.0,0,8.0,0,0.0,,7,0.0,,7,-21.0,0,,7,,7,,7,,7,-19.7,0,,7,0.0,,7,,7,,7,,7,,7,1,75.0,0,0.3,0,1,-23.0,0,1027.9,0,1030.6,0,7.0,0,0.7,0
5799,23074,1967,12,26,12,1967,12,26,15,8,19,6,19,97.0,0,0.0,4.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,2500.0,0,1.0,,7,7.0,0,1.0,0,180.0,0,10.0,0,0.0,,7,0.0,0.6,0,-20.0,0,,7,,7,,7,,7,-18.9,0,,7,0.0,,7,,7,,7,,7,,7,1,72.0,0,0.4,0,1,-23.0,0,1027.9,0,1030.6,0,4.0,0,0.0,0
5800,23074,1967,12,26,15,1967,12,27,18,1,22,6,19,97.0,0,0.0,5.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,2500.0,0,1.0,,7,0.0,0,2.0,0,180.0,0,10.0,0,0.0,,7,0.0,,7,-18.0,0,,7,,7,,7,,7,-17.5,0,,7,0.0,,7,,7,,7,,7,,7,1,66.0,0,0.6,0,1,-23.0,0,1026.3,0,1029.0,0,7.0,0,1.6,0
5801,23074,1967,12,26,18,1967,12,27,21,2,1,6,19,97.0,0,0.0,12.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,1.0,0,1.0,0,160.0,0,5.0,0,0.0,,7,0.0,,7,-17.0,0,,7,,7,,7,,7,-15.5,0,,7,0.0,,7,,7,,7,,7,,7,1,63.0,0,0.7,0,1,-21.0,0,1024.6,0,1027.3,0,7.0,0,1.7,0
5802,23074,1967,12,26,21,1967,12,27,0,3,4,6,19,97.0,0,0.0,12.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,5,0.0,,7,2.0,0,2.0,0,160.0,0,10.0,0,0.0,,7,0.0,,7,-14.0,0,,7,,7,,7,,7,-13.2,0,,7,0.0,,7,,7,,7,,7,,7,1,62.0,0,0.8,0,1,-19.0,0,1023.0,0,1025.6,0,7.0,0,1.6,0
5803,23074,1967,12,27,0,1967,12,27,3,4,7,6,19,97.0,0,0.0,10.0,0,0.0,0,8.0,0,4.0,0,0.0,0,0.0,0,0.0,0,2500.0,0,1.0,,7,3.0,0,36.0,0,160.0,0,12.0,0,0.0,,7,0.0,0.0,5,-14.0,0,,7,,7,,7,,7,-13.9,0,,7,0.0,,7,,7,,7,,7,,7,1,69.0,0,0.6,0,1,-18.0,0,1021.0,0,1023.6,0,7.0,0,2.0,0
5804,23074,1967,12,27,3,1967,12,27,6,5,10,6,19,95.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,0.0,0,2.0,0,600.0,0,1.0,,7,7.0,0,73.0,0,160.0,0,12.0,0,0.0,,7,0.0,,7,-15.0,0,,7,,7,,7,,7,,7,,7,0.0,,7,,7,,7,,7,,7,1,81.0,0,0.3,0,1,-18.0,0,1019.4,0,1022.1,0,7.0,0,1.6,0
5805,23074,1967,12,27,6,1967,12,27,9,6,13,6,19,95.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,0.0,0,2.0,0,700.0,0,1.0,,7,7.0,0,73.0,0,160.0,0,10.0,0,0.0,,7,0.0,,7,-15.0,0,,7,,7,,7,,7,-15.2,0,,7,0.0,,7,,7,,7,,7,,7,1,82.0,0,0.4,0,1,-18.0,0,1018.3,0,1021.0,0,7.0,0,1.1,0
5806,23074,1967,12,27,9,1967,12,27,12,7,16,6,19,95.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,0.0,0,2.0,0,600.0,0,1.0,,7,7.0,0,71.0,0,180.0,0,10.0,0,0.0,,7,0.0,,7,-15.0,0,,7,,7,,7,,7,-15.2,0,,7,0.0,,7,,7,,7,,7,,7,1,82.0,0,0.4,0,1,-18.0,0,1018.0,0,1020.7,0,7.0,0,0.3,0
5807,23074,1967,12,27,12,1967,12,27,15,8,19,6,19,95.0,0,0.0,10.0,0,10.0,0,8.0,0,8.0,0,0.0,0,0.0,0,2.0,0,700.0,0,1.0,,7,7.0,0,71.0,0,180.0,0,12.0,0,0.0,,7,0.0,1.0,0,-16.0,0,,7,,7,,7,,7,-15.7,0,,7,0.0,,7,,7,,7,,7,,7,1,81.0,0,0.3,0,1,-19.0,0,1017.4,0,1020.1,0,7.0,0,0.6,0
